AHSC 330,Leadership and Facilitation in Small Groups,"Prerequisite: AHSC 232, 260. This course develops facilitative skills and approaches to leadership in small groups. Students learn effective ways to observe and to interpret the significance of group behaviour for the purpose of intervening effectively. It introduces students to program design theory for human and social service organizations and program design principles and practices relevant to small group learning. The course highlights factors optimizing participation, patterns of communication and influence, decision-making, problem-solving, collaborative planning, conflict management, and effects of gender and other identity-related differences. Students identify their leadership styles and group facilitation skills to develop flexibility in adapting to diverse group situations.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 332,Organization Development I,"Prerequisite: AHSC 230, 270. This course introduces students to the characteristics of organizations as open systems. The evolution of organization development and the principle theories and perspectives that have helped to define the field are studied. Organization development methods as well as criteria for examining organizational effectiveness, underlying beliefs, values, and assumptions are examined. It introduces students to training and design theories relevant to organizational learning. Key concepts covered are organization vision, mission and goals, and organization norms and culture.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 333,Leisure and the Environment,"Prerequisite: 24 university credits including AHSC 241 or 242. This course examines the state of the natural environment, and explains how leisure service providers play a crucial leadership role in fulfilling the needs of both the public and the environment.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 335,Power and Conflict Resolution in Human Systems,"Prerequisite: 24 university credits. This course gives students a theoretical and practical overview of the role of power and conflict in human relationships and human systems  groups, organizations, and communities. The concept of power is explored in depth since the use of power is central in both the creation and the resolution of conflict. The course focuses on the development of analytical tools that serve to identify the different elements leading to, maintaining or escalating conflicts. Particular attention is given to ethics associated with the use of power and management of conflict.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 343,Community Development I,"Prerequisite: AHSC 230, 270. This course examines the field of community development through the presentation of basic models. The examination of these models in historical and environmental contexts focuses on understanding how they reflect different views of social relationships. Students explore different approaches to working with communities and the implications for practice. The course introduces students to design theory relevant to community development. Students also examine ways of analyzing and defining community resources, problems, and issues.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 350,Leisure Education,"Prerequisite: AHSC 241, 260. This course offers an introduction to the field of leisure education. The history and underlying philosophy of the concept is presented. The roles of the school, community, and community-serving agencies are examined. Existing models are analyzed and discussed.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 355,Foundations of Family Life Education,"Prerequisite: AHSC 232, 260, 313. This course examines Family Life Education from its inception as a field of practice to its current status in North America. It highlights complex related issues and the role of the educator, including attention to personal values and ethical principles of the practitioner. Topics include distinctions between prevention education and therapeutic intervention, and an overview of the range of different family life education programs and current practices.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 360,"Play, Adult Learning and Development","Prerequisite: 24 university credits including AHSC 220. This course examines the concept of play in adult learning and development. Gender, age, ethnic and social class diversity are explored as they relate to adult play behaviour.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 361,Leisure Services Leadership,"Prerequisite: AHSC 230, 241. This course offers an analysis of leadership theory and its application to leisure services. Major topics are the principles and practices of leadership, group dynamics, leadership skill development and program planning, and the unique role of the leisure leader.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 370,Organizational Development and Change: Models and Methods,"Prerequisite: AHSC 270, 332. The focus of this course is on the practice of human system intervention from a pragmatic as well as a theoretical perspective. The course emphasizes collaborative strategies for effecting change in human systems within a broad range of intervention alternatives. It focuses on the interventionists role in effective change strategy development, initiation, management, and evaluation. The course is taught with a special focus on personal and professional values and ethical issues related to human systems intervention.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 371,Community Recreation Planning,"Prerequisite: AHSC 241, 260. The course focuses on the application of recreation planning, theory, and skills. It examines methods and procedures used to assess client needs, design and deliver programs and services, and evaluate their impact. Practical experience is gained through a combination of field experience, project planning, and group work.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 380,Quantitative Research Methods for Practitioners,"Prerequisite: 24 university credits including AHSC 260. This course gives an overview of a range of data collection and analysis strategies which are relevant to collaborative and participative intervention practice. It examines practical considerations for selecting specific quantitative approaches and prepares students to formulate and administer intervention-related questionnaires, to conduct basic quantitative analyses, and to present data results to interested individuals and groups. The course also examines basic ethical requirements in conducting applied social research.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 381,Concepts in Therapeutic Recreation Programming,"Prerequisite: AHSC 241, 260, 281. This course explores current therapeutic recreation practices with emphasis on rehabilitation in community and clinical settings such as hospitals, group homes, psychiatric centres, rehabilitation clinics, and correctional centres. Leisure planning and assessment models are studied to identify the modes of recreational activity which may be used as an intervention.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 382,Qualitative Research Methods for Practitioners,"Prerequisite: 24 university credits including AHSC 260. This course gives an overview of a range of qualitative approaches to practical projects and interventions.It prepares students to design and conduct interviews (including making decisions about respondent selection) with individuals and in focus groups, as well as participant observation. It also enables students to analyze qualitative data from these sources as well as documentary sources in light of practical project purposes. The course highlights special ethical considerations in conducting qualitative forms of applied social research.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 383,Therapeutic Recreation and Physical Disabilities,"Prerequisite: AHSC 220, 281. This course gives an overview of the role and impact of therapeutic recreation services for individuals with physical disabilities and limitations. It analyzes the barriers to recreation participation along with the planning and designing of a safe and accessible recreational environment.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 384,Therapeutic Recreation: Cognitive Disabilities and Illness,"Prerequisite: AHSC 220, 281. This course gives an overview of the role of therapeutic recreation services for individuals with cognitive disabilities and limitations or illness. It focuses on the etiology, impact, and barriers related to specific conditions. It also studies legislation trends and resources for community recreation integration and the role of transitional programs.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 385,Social Psychology of Leisure,"Prerequisite: 24 university credits including AHSC 241. This course deepens students understanding of how personal and social factors shape individuals perceptions and experiences of recreation and leisure. Students engage in a critical review of current theory and research focusing on the relationship between leisure and individual functioning, and applications to human problems associated with leisure.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 400,Advanced Facilitation and Ethics,"Prerequisite: AHSC 330. This course examines in-depth special challenges in facilitating groups (e.g. youth groups, workplace training, and education programs) and develops advanced skills in facilitation and the development of process tools and designs. Special consideration is given to planning for diversity, working with difficult group dynamics, and other factors. Ethical principles and practices of working with people are also explored.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 403,Cultivating Creativity and Social Innovation ,"Prerequisite: AHSC 232 or 361. This course explores the multi-faceted nature of creativity and its cultivation as a method of personal and professional development. Drawing upon current theories and conceptions about creativity, both individual and social, this course identifies strategies to enhance creativity in human systems in order to improve engagement and quality of life. Social innovation as a dimension of community and organizational creativity is examined in depth.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 411,Social Change and Analysis Methods,Prerequisite: AHSC 260; 332 or 343. This course is designed to enhance students knowledge and practical abilities in social analysis and community-based research methods as tools for promoting social change in community and organizational contexts. It includes hands-on opportunities to design and present social analysis methods. Course readings include practical and analytical materials.,https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 415,Organizational and Community Sustainability,"Prerequisite: 45 university credits; AHSC 270 or LOYC 320. This course addresses the requirements and processes necessary to build organizational and community sustainable goals in co-operation with surrounding communities. It provides an introduction to the development of integrated social sustainability and sustainable organizational practices, including sustainability evaluations, the assessment of organizational sustainability status and goals, goal setting, and change processes within a broader, sustainable community context. It acknowledges an integration of multiple layers of organizational (private and public organizations) and community sustainability including recycling and waste awareness, best sustainable practices in industries and logistics, biodiversity, human diversity and social innovation in the context of sustainable development of communities and organizations.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 421,Political and Legal Aspects of Leisure Services,"Prerequisite: 30 university credits including AHSC 241. This course provides students with a theoretical understanding of the complexity of providing leisure services in the province of Quebec. The course examines the administration of leisure services in municipal, regional, provincial, and federal governments. The course examines law as it applies to aspects of recreational activities in the areas of organization, supervision, and participation. The course covers the Quebec Civil Code, the Canadian Constitution, and the Quebec and Canadian Charter of Rights and Freedoms as they apply to the study of leisure.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 422,Youth and Leisure,"Prerequisite: 30 university credits including AHSC 220, 241, 260. This course develops an understanding of the leisure needs of youth from emotional, physical, psychological, and sociological perspectives. Major areas of discussion include leisure preferences and needs assessment, strategies for programming, dealing with youth-at-risk, and recreational opportunities for youth. Lectures and laboratory.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 425,Organization Development II,"Prerequisite: AHSC 330 previously or concurrently; AHSC 332. This course provides students with the opportunity to apply organization development concepts and strategies to effect change in organizations. Using theoretical, case, and experiential approaches, the focus of instruction progressively guides the student through the stages of organization development. Concepts covered include entry and contracting, identifying organizational issues and goals for change, collecting and analyzing pertinent organizational data, and diagnosis and feedback to the client. Opportunities for the development of change-agent skills are provided through the emphasis on in-class applications.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 427,Administration of Leisure Services,"Prerequisite: 60 university credits including AHSC 361; AHSC 371 or 381. This course offers an analysis of the processes involved in planning and managing leisure service delivery systems. Topics to be studied include principles of planning, organization, budgeting, and supervision.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 431,Recreation and Leisure Studies Seminar,"Prerequisite: 60 university credits including AHSC 321, 361, 371, 385. This is a third-year interdisciplinary seminar in which students can tie together all they have learned in the Recreation and Leisure Studies program. Additionally, students are set on a course of study that should continue after they graduate so that they can keep up with future developments in this area.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 432,Seminar in Therapeutic Recreation,"Prerequisite: 60 university credits including AHSC 321, 361, 381, 383, 384. This is a third-year interdisciplinary seminar in which students can tie together all that they have learned in the Therapeutic Recreation program. Additionally, students are set on a course of study that should continue after they graduate so that they can keep up with future developments in this area.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 435,Fieldwork Practice,"Prerequisite: AHSC 330. This course must be taken in final year. This course provides an opportunity for students to integrate theory into practice in the design, facilitation and evaluation of small group process. Students lead one small task or learning group in a community, an organizational or an institutional setting. The fieldwork is combined with class sessions for orientation, supervision, reflection and evaluation.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 436,Internship in Youth and Family Work,"Prerequisite: 60 university credits including AHSC 330; AHSC 322 or 355; and AHSC 465 previously or concurrently; permission of the Department. This course is one of two internship options for students enrolled in the Specialization in Human Relations. This internship provides students with a supervised opportunity to apply learning from the BA Specialization in Human Relations to work with youth and families in a range of settings such as child welfare, schools, non-profit organizations, residential care, or outreach. The specific objectives are to teach about planning, education, and intervention in human service work, to promote self-reflection as a critical component of ethical practice, and to provide a basis for further career planning and/or graduate work in youth and family practice.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 437,Internship in Recreation and Leisure Studies,"Prerequisite: 60 university credits including AHSC 361, 371; permission of the Department. This course provides students with an opportunity to design, implement, and evaluate programs; to facilitate groups in a variety of settings; and to establish working relationships with field personnel. In consultation with their supervisors, students select a site related to their learning interests. Students learn to develop and manage their own project and to self-assess their work. The course includes fieldwork, seminars, and team meetings.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 438,Internship in Therapeutic Recreation,"Prerequisite: 60 university credits including AHSC 361, 381, 383, 384; permission of the Department. This course provides students with an opportunity to design, implement, and evaluate programs, to facilitate groups in a variety of settings, and to establish working relationships with field personnel. In consultation with their supervisors, students select a site related to their learning interests. Students learn to develop and manage their own project and to self-assess their work. The course includes fieldwork, seminars, and team meetings.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 439,Internship in Human Relations,"Prerequisite: 60 university credits including AHSC 330; and either AHSC 225 and 400, 332 and 425, or 343 and 445 previously or concurrently; permission of the Department. This course is one of two internship options for students enrolled in the Specialization in Human Relations. This course provides students with an opportunity to design, implement, and evaluate small group leadership in several settings, and to negotiate working relationships with site personnel. Students will be solely responsible for facilitating several task or learning groups in community, work, or educational settings. The sites will be selected according to students learning interests and in consultation with the course instructor. The course includes supervisory team meetings and internship seminar sessions.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 442,Community Development and Leisure,"Prerequisite: 30 university credits including AHSC 361; 371 or 381. This course involves the examination of philosophical and theoretical community development approaches in the field of leisure studies. Students explore the numerous elements of community development practice including citizen engagement, relationship building, and community capacity. Students develop their understanding of current trends in community development and critically examine its implications for practice in the context of leisure.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 444,The Older Adult and Leisure,"Prerequisite: 30 university credits including AHSC 220, 241, 260. This course examines the aging process in the physical, cognitive, and affective domains. It familiarizes the student with the characteristics of the aging population as related to leisure, recreation, and lifestyle. It focuses on developing and understanding the impact of lifelong leisure in the aging process. The course reviews issues related to the phenomenon of leisure in retirement and discusses the process of delivering leisure services to older individuals.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 445,Community Development II,Prerequisite: AHSC 330 previously or concurrently; AHSC 343. This course focuses on how to intervene in community contexts; identify community structures and inter-group dynamics relevant to intervention planning; gather and organize data for use by communities; develop intervention plans that involve the community each step of the way and that foster leadership within its ranks; and evaluate an intervention. Attention is given to cultural diversity and value differences.,https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 450,Leisure Assessment and Counselling,"Prerequisite: 30 university credits including AHSC 281. This course focuses on the use of assessment applied to individual leisure abilities, interests and needs, and the application of counselling theory to the field of leisure services. A variety of assessment tools are analyzed/interpreted. Theories, models, and methods of leisure counselling are discussed.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 451,Counselling Skills and Concepts,"Prerequisite: 45 university credits including AHSC 220, 230. This course advances students understanding of core counselling theories and develops an understanding for theoretical and value frameworks of the helping relationship. It fosters the application of essential helping relationship skills applicable in everyday relationships in work and social settings. Skill areas include attending skills, such as attending to non-verbal behaviour, reflection of content, reflection of feeling, paraphrasing and summarizing; and influencing skills, such as interpretation and analysis. Also highlighted are ethical issues and attention to cultural differences.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 456,Advanced Family Life Education,"Prerequisite: AHSC 355. This course covers families decision-making processes related to the utilization of financial, personal, environmental, and social resources, including time, money, material assets, energy, friends, neighbours, and space, to meet their goals. In particular, this course focuses on how families develop, exchange, and allocate resources throughout the lifespan with the expectation that effective resource management decisions are made from positions of knowledge and understanding.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 460,Health Promotion,"Prerequisite: 30 university credits including AHSC 230. This course helps students to develop intervention skills and theoretical understanding in the area of health promotion. It is of particular interest to students whose career interests involve lifestyle planning, health promotion, and stress management. Topics include health and wellness, stress and illness, psychological and physical self-appraisal processes, psychosomatic processes and disorders, understanding addictions and their management, health-promotion interventions, behavioural self-management, and issues in medical/psychological health compliance. Healthy workplace practices and the promotion of community wellness are emphasized.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 465,Parent-Child Relations,"Prerequisite: 45 university credits including AHSC 232, 313, 380. This course provides an advanced understanding of parenting theories, research, and applications in the context of parent-child relations over the life span. Topics include parenting rights and responsibilities, parenting practices and programs, high-risk parenting, and parental assessment.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 470,Basic Human Relations Laboratory,"Prerequisite: 60 university credits including AHSC 330. This is an intensive format six-day learning session through which students may expect to increase their awareness of how their behaviour affects others, increase their skill and understanding of effectively and responsibly communicating to and exchanging feedback with others, increase their understanding of leadership and authority relations, and deepen their understanding of group dynamics.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 475,Organizational and Community Leadership: A Systems Approach,"Prerequisite: AHSC 330. This course is an introduction to the practice of leadership in organizations and communities with a human systems approach and perspective. It examines a range of theoretical concepts current in organizational leadership practice including systems thinking, team-based leadership, transformational models of leadership, and strategy formulation from a leadership perspective. It provides an opportunity for students to examine ethics, values, and abilities required in organizational leadership today.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 490,Independent Study I,"Prerequisite: 30 university credits; permission of the Department. Students work on topics in consultation with a study supervisor. The study may include readings, field studies, and/or research.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
AHSC 491,Independent Study II,Prerequisite: 30 university credits; permission of the Department. A student who has received credit for AHSC 490 may register for AHSC 491.,https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-010.html
BIOL 200,Fundamentals of Human Biology,"A series of lectures, demonstrations, and seminars to provide non-biologists with a general survey of the fundamental principles of life, with special emphasis on the structures and functions of human beings. Lectures only.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-030.html
BIOL 201,Introductory Biology,"Fundamentals of plant and animal biology: basic physics and chemistry of life; cell and tissue structures and functions; anatomy and physiology of human systems; survey of plant and animal taxonomy, ecology, heredity, and evolution. Lectures and laboratory.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-030.html
BIOL 202,General Biology,"This course presents the fundamentals of biology including the basic physics and chemistry of life, the structure and functions of cell and tissues, and aspects of anatomy, physiology, taxonomy, heredity and evolution, with examples ranging from micro-organisms to humans. Lectures only.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-030.html
BIOL 203,Fundamental Nutrition,"This course deals with food composition (carbohydrates, lipids, proteins, vitamins, and minerals), its absorption and utilization, energy balance, special diets, and food technology. Lectures only.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-030.html
BIOL 205,"(also listed as LOYC 205)
            Introduction to Sustainability ","This course begins with an introduction to the science of ecology and to the concept of sustainability as an ecological principle. The concept of sustainability is then broadened to include humans, as students are introduced to ethics, economics, and resource management from an eco-centric point of view. Students are encouraged to think critically about current environmental problems and to take action on an individual project.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-030.html
BIOL 206,Elementary Genetics,"A survey of classical and contemporary developments in the study of heredity, with particular attention to human examples. This course is open to the general student body. Lectures only.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-030.html
BIOL 225,Form and Function of Organisms,"Prerequisite: Cegep Biology 301 or 101-NYA or BIOL 201. An introduction to plant and animal form and function is presented. This course provides an overview of basic physiological and morphological aspects of plants and animals that allow survival and reproduction. Topics in animal biology include animal architecture, internal fluids, homeostasis, digestion and nutrition, nervous and chemical coordination; topics in plant biology include plant organization, photosynthesis, respiration, water relations, and growth regulation. Reproduction and development of both plants and animals are introduced. Lectures only.",https://www.concordia.ca//academics/undergraduate/calendar/current/sec31/31-030.html
